,Sentiment
65704,Negative
65705,Neutral
65706,Neutral
65707,Negative
65708,Neutral
65709,Negative
65710,Negative
65711,Negative
65712,Negative
65713,Negative
65714,Neutral
65715,Neutral
65716,Neutral
65717,Negative
65718,Negative
65719,Neutral
65720,Negative
65721,Positive
65722,Negative
65723,Positive
65724,Neutral
65725,Negative
65726,Positive
65727,Positive
65728,Positive
65729,Neutral
65730,Positive
65731,Neutral
65732,Neutral
65733,Positive
65734,Positive
65735,Positive
65736,Positive
65737,Negative
65738,Positive
65739,Positive
65740,Neutral
65741,Neutral
65742,Negative
65743,Negative
65744,Negative
65745,Negative
65746,Neutral
65747,Negative
65748,Negative
65749,Positive
65750,Positive
65751,Negative
65752,Neutral
65753,Positive
65754,Neutral
65755,Negative
65756,Negative
65757,Neutral
65758,Negative
65759,Neutral
65760,Neutral
65761,Neutral
65762,Negative
65763,Negative
65764,Positive
65765,Negative
65766,Positive
65767,Neutral
65768,Negative
65769,Neutral
65770,Positive
65771,Positive
65772,Positive
65773,Neutral
65774,Negative
65775,Positive
65776,Negative
65777,Neutral
65778,Negative
65779,Negative
65780,Positive
65781,Neutral
65782,Negative
65783,Positive
65784,Negative
65785,Positive
65786,Neutral
65787,Neutral
65788,Negative
65789,Positive
65790,Negative
65791,Neutral
65792,Neutral
65793,Negative
65794,Negative
65795,Positive
65796,Positive
65797,Neutral
65798,Positive
65799,Neutral
65800,Negative
65801,Negative
65802,Negative
65803,Negative
65804,Positive
65805,Neutral
65806,Positive
65807,Negative
65808,Neutral
65809,Neutral
65810,Negative
65811,Positive
65812,Positive
65813,Negative
65814,Positive
65815,Positive
65816,Positive
65817,Positive
65818,Neutral
65819,Negative
65820,Positive
65821,Positive
65822,Neutral
65823,Negative
65824,Negative
65825,Neutral
65826,Neutral
65827,Positive
65828,Neutral
65829,Neutral
65830,Neutral
65831,Negative
65832,Neutral
65833,Negative
65834,Neutral
65835,Neutral
65836,Negative
65837,Neutral
65838,Neutral
65839,Neutral
65840,Positive
65841,Positive
65842,Negative
65843,Neutral
65844,Neutral
65845,Positive
65846,Neutral
65847,Negative
65848,Negative
65849,Negative
65850,Positive
65851,Negative
65852,Negative
65853,Neutral
65854,Neutral
65855,Negative
65856,Neutral
65857,Positive
65858,Negative
65859,Neutral
65860,Positive
65861,Negative
65862,Neutral
65863,Negative
65864,Negative
65865,Positive
65866,Positive
65867,Neutral
65868,Neutral
65869,Positive
65870,Negative
65871,Negative
65872,Positive
65873,Positive
65874,Neutral
65875,Negative
65876,Neutral
65877,Neutral
65878,Negative
65879,Negative
65880,Positive
65881,Neutral
65882,Neutral
65883,Negative
65884,Negative
65885,Neutral
65886,Neutral
65887,Positive
65888,Neutral
65889,Positive
65890,Negative
65891,Negative
65892,Negative
65893,Positive
65894,Positive
65895,Positive
65896,Positive
65897,Positive
65898,Neutral
65899,Negative
65900,Neutral
65901,Negative
65902,Neutral
65903,Neutral
65904,Negative
65905,Neutral
65906,Positive
65907,Positive
65908,Positive
65909,Positive
65910,Positive
65911,Neutral
65912,Neutral
65913,Positive
65914,Positive
65915,Negative
65916,Neutral
65917,Neutral
65918,Positive
65919,Negative
65920,Neutral
65921,Neutral
65922,Negative
65923,Neutral
65924,Negative
65925,Negative
65926,Positive
65927,Neutral
65928,Positive
65929,Negative
65930,Neutral
65931,Neutral
65932,Neutral
65933,Neutral
65934,Neutral
65935,Positive
65936,Neutral
65937,Neutral
65938,Negative
65939,Positive
65940,Positive
65941,Neutral
65942,Neutral
65943,Positive
65944,Positive
65945,Negative
65946,Neutral
65947,Negative
65948,Positive
65949,Neutral
65950,Negative
65951,Positive
65952,Neutral
65953,Negative
65954,Positive
65955,Negative
65956,Negative
65957,Negative
65958,Positive
65959,Negative
65960,Positive
65961,Positive
65962,Positive
65963,Negative
65964,Neutral
65965,Positive
65966,Positive
65967,Positive
65968,Neutral
65969,Neutral
65970,Negative
65971,Positive
65972,Positive
65973,Positive
65974,Negative
65975,Neutral
65976,Negative
65977,Negative
65978,Neutral
65979,Negative
65980,Negative
65981,Positive
65982,Positive
65983,Neutral
65984,Positive
65985,Positive
65986,Neutral
65987,Negative
65988,Negative
65989,Neutral
65990,Positive
65991,Negative
65992,Positive
65993,Negative
65994,Neutral
65995,Negative
65996,Negative
65997,Neutral
65998,Neutral
65999,Negative
66000,Neutral
66001,Negative
66002,Positive
66003,Positive
66004,Neutral
66005,Positive
66006,Negative
66007,Negative
66008,Neutral
66009,Neutral
66010,Negative
66011,Negative
66012,Neutral
66013,Neutral
66014,Positive
66015,Neutral
66016,Negative
66017,Negative
66018,Negative
66019,Negative
66020,Negative
66021,Negative
66022,Positive
66023,Positive
66024,Positive
66025,Negative
66026,Positive
66027,Negative
66028,Negative
66029,Negative
66030,Neutral
66031,Negative
66032,Positive
66033,Negative
66034,Positive
66035,Neutral
66036,Neutral
66037,Neutral
66038,Negative
66039,Negative
66040,Positive
66041,Neutral
66042,Positive
66043,Negative
66044,Negative
66045,Neutral
66046,Positive
66047,Negative
66048,Neutral
66049,Negative
66050,Positive
66051,Negative
66052,Positive
66053,Negative
66054,Neutral
66055,Neutral
66056,Negative
66057,Positive
66058,Positive
66059,Negative
66060,Neutral
66061,Neutral
66062,Neutral
66063,Positive
66064,Negative
66065,Positive
66066,Neutral
66067,Neutral
66068,Neutral
66069,Negative
66070,Neutral
66071,Positive
66072,Positive
66073,Positive
66074,Negative
66075,Negative
66076,Negative
66077,Negative
66078,Negative
66079,Neutral
66080,Positive
66081,Positive
66082,Negative
66083,Positive
66084,Neutral
66085,Positive
66086,Neutral
66087,Neutral
66088,Positive
66089,Neutral
66090,Neutral
66091,Positive
66092,Positive
66093,Positive
66094,Neutral
66095,Positive
66096,Positive
66097,Negative
66098,Positive
66099,Negative
66100,Negative
66101,Neutral
66102,Positive
66103,Neutral
66104,Neutral
66105,Negative
66106,Neutral
66107,Negative
66108,Negative
66109,Neutral
66110,Positive
66111,Neutral
66112,Positive
66113,Negative
66114,Positive
66115,Positive
66116,Negative
66117,Neutral
66118,Neutral
66119,Negative
66120,Positive
66121,Neutral
66122,Negative
66123,Neutral
66124,Negative
66125,Neutral
66126,Positive
66127,Positive
66128,Positive
66129,Neutral
66130,Positive
66131,Negative
66132,Positive
66133,Positive
66134,Positive
66135,Neutral
66136,Positive
66137,Negative
66138,Negative
66139,Negative
66140,Positive
66141,Neutral
66142,Neutral
66143,Positive
66144,Positive
66145,Positive
66146,Positive
66147,Positive
66148,Positive
66149,Positive
66150,Positive
66151,Negative
66152,Positive
66153,Neutral
66154,Positive
66155,Neutral
66156,Negative
66157,Negative
66158,Neutral
66159,Negative
66160,Neutral
66161,Positive
66162,Negative
66163,Positive
66164,Neutral
66165,Negative
66166,Positive
66167,Neutral
66168,Positive
66169,Negative
66170,Positive
66171,Positive
66172,Negative
66173,Neutral
66174,Neutral
66175,Neutral
66176,Neutral
66177,Positive
66178,Positive
66179,Positive
66180,Negative
66181,Positive
66182,Neutral
66183,Neutral
66184,Positive
66185,Negative
66186,Neutral
66187,Negative
66188,Positive
66189,Negative
66190,Negative
66191,Neutral
66192,Negative
66193,Negative
66194,Neutral
66195,Negative
66196,Positive
66197,Negative
66198,Neutral
66199,Positive
66200,Positive
66201,Positive
66202,Negative
66203,Positive
66204,Neutral
66205,Positive
66206,Positive
66207,Negative
66208,Positive
66209,Positive
66210,Positive
66211,Positive
66212,Positive
66213,Neutral
66214,Positive
66215,Positive
66216,Neutral
66217,Positive
66218,Negative
66219,Positive
66220,Neutral
66221,Negative
66222,Neutral
66223,Neutral
66224,Neutral
66225,Positive
66226,Neutral
66227,Neutral
66228,Negative
66229,Negative
66230,Positive
66231,Neutral
66232,Negative
66233,Neutral
66234,Negative
66235,Positive
66236,Neutral
66237,Neutral
66238,Negative
66239,Neutral
66240,Positive
66241,Positive
66242,Neutral
66243,Negative
66244,Neutral
66245,Positive
66246,Negative
66247,Neutral
66248,Neutral
66249,Positive
66250,Neutral
66251,Negative
66252,Negative
66253,Negative
66254,Positive
66255,Negative
66256,Positive
66257,Neutral
66258,Neutral
66259,Negative
66260,Negative
66261,Negative
66262,Neutral
66263,Neutral
66264,Neutral
66265,Negative
66266,Negative
66267,Neutral
66268,Negative
66269,Positive
66270,Positive
66271,Positive
66272,Neutral
66273,Negative
66274,Neutral
66275,Negative
66276,Positive
66277,Positive
66278,Neutral
66279,Positive
66280,Neutral
66281,Neutral
66282,Negative
66283,Neutral
66284,Neutral
66285,Neutral
66286,Negative
66287,Negative
66288,Neutral
66289,Positive
66290,Positive
66291,Negative
66292,Positive
66293,Positive
66294,Neutral
66295,Negative
66296,Neutral
66297,Positive
66298,Neutral
66299,Neutral
66300,Positive
66301,Positive
66302,Neutral
66303,Neutral
66304,Neutral
66305,Positive
66306,Negative
66307,Neutral
66308,Positive
66309,Positive
66310,Positive
66311,Neutral
66312,Negative
66313,Neutral
66314,Positive
66315,Positive
66316,Positive
66317,Neutral
66318,Positive
66319,Negative
66320,Neutral
66321,Positive
66322,Neutral
66323,Positive
66324,Positive
66325,Positive
66326,Negative
66327,Positive
66328,Neutral
66329,Neutral
66330,Positive
66331,Negative
66332,Negative
66333,Negative
66334,Positive
66335,Negative
66336,Neutral
66337,Negative
66338,Neutral
66339,Positive
66340,Negative
66341,Negative
66342,Negative
66343,Neutral
66344,Neutral
66345,Neutral
66346,Positive
66347,Neutral
66348,Negative
66349,Positive
66350,Positive
66351,Positive
66352,Negative
66353,Neutral
66354,Positive
66355,Neutral
66356,Neutral
66357,Positive
66358,Neutral
66359,Positive
66360,Neutral
66361,Negative
66362,Positive
66363,Negative
66364,Neutral
66365,Negative
66366,Neutral
66367,Positive
66368,Negative
66369,Positive
66370,Neutral
66371,Neutral
66372,Negative
66373,Neutral
66374,Neutral
66375,Negative
66376,Neutral
66377,Neutral
66378,Neutral
66379,Negative
66380,Neutral
66381,Negative
66382,Negative
66383,Positive
66384,Neutral
66385,Negative
66386,Neutral
66387,Positive
66388,Neutral
66389,Negative
66390,Positive
66391,Negative
66392,Negative
66393,Neutral
66394,Positive
66395,Neutral
66396,Neutral
66397,Positive
66398,Positive
66399,Positive
66400,Neutral
66401,Neutral
66402,Neutral
66403,Negative
66404,Negative
66405,Negative
66406,Neutral
66407,Neutral
66408,Positive
66409,Positive
66410,Negative
66411,Negative
66412,Negative
66413,Negative
66414,Negative
66415,Neutral
66416,Positive
66417,Positive
66418,Positive
66419,Positive
66420,Negative
66421,Neutral
66422,Neutral
66423,Positive
66424,Positive
66425,Positive
66426,Neutral
66427,Positive
66428,Negative
66429,Neutral
66430,Negative
66431,Negative
66432,Negative
66433,Negative
66434,Positive
66435,Positive
66436,Negative
66437,Positive
66438,Neutral
66439,Neutral
66440,Negative
66441,Neutral
66442,Positive
66443,Positive
66444,Negative
66445,Neutral
66446,Positive
66447,Neutral
66448,Positive
66449,Neutral
66450,Neutral
66451,Negative
66452,Positive
66453,Positive
66454,Neutral
66455,Positive
66456,Positive
66457,Neutral
66458,Negative
66459,Neutral
66460,Negative
66461,Positive
66462,Neutral
66463,Negative
66464,Negative
66465,Neutral
66466,Neutral
66467,Positive
66468,Negative
66469,Neutral
66470,Neutral
66471,Positive
66472,Neutral
66473,Positive
66474,Neutral
66475,Positive
66476,Negative
66477,Positive
66478,Negative
66479,Neutral
66480,Negative
66481,Negative
66482,Negative
66483,Neutral
66484,Negative
66485,Negative
66486,Neutral
66487,Negative
66488,Neutral
66489,Positive
66490,Negative
66491,Neutral
66492,Positive
66493,Negative
66494,Negative
66495,Neutral
66496,Positive
66497,Positive
66498,Positive
66499,Negative
66500,Neutral
66501,Positive
66502,Negative
66503,Negative
66504,Negative
66505,Neutral
66506,Neutral
66507,Positive
66508,Negative
66509,Negative
66510,Positive
66511,Negative
66512,Positive
66513,Positive
66514,Positive
66515,Neutral
66516,Negative
66517,Positive
66518,Positive
66519,Neutral
66520,Negative
66521,Negative
66522,Negative
66523,Negative
66524,Negative
66525,Negative
66526,Negative
66527,Neutral
66528,Positive
66529,Positive
66530,Negative
66531,Positive
66532,Negative
66533,Negative
66534,Positive
66535,Positive
66536,Negative
66537,Neutral
66538,Negative
66539,Neutral
66540,Positive
66541,Positive
66542,Negative
66543,Neutral
66544,Positive
66545,Negative
66546,Negative
66547,Positive
66548,Neutral
66549,Neutral
66550,Positive
66551,Neutral
66552,Neutral
66553,Negative
66554,Negative
66555,Negative
66556,Positive
66557,Neutral
66558,Negative
66559,Negative
66560,Positive
66561,Neutral
66562,Positive
66563,Negative
66564,Positive
66565,Neutral
66566,Neutral
66567,Negative
66568,Negative
66569,Positive
66570,Neutral
66571,Positive
66572,Positive
66573,Negative
66574,Neutral
66575,Negative
66576,Neutral
66577,Positive
66578,Negative
66579,Neutral
66580,Positive
66581,Positive
66582,Negative
66583,Negative
66584,Neutral
66585,Negative
66586,Positive
66587,Negative
66588,Positive
66589,Negative
66590,Negative
66591,Neutral
66592,Negative
66593,Positive
66594,Neutral
66595,Neutral
66596,Negative
66597,Neutral
66598,Positive
66599,Negative
66600,Positive
66601,Neutral
66602,Positive
66603,Neutral
66604,Positive
66605,Positive
66606,Positive
66607,Negative
66608,Negative
66609,Positive
66610,Negative
66611,Positive
66612,Neutral
66613,Positive
66614,Positive
66615,Positive
66616,Negative
66617,Neutral
66618,Neutral
66619,Neutral
66620,Negative
66621,Negative
66622,Positive
66623,Positive
66624,Positive
66625,Positive
66626,Neutral
66627,Negative
66628,Negative
66629,Negative
66630,Negative
66631,Negative
66632,Positive
66633,Positive
66634,Positive
66635,Negative
66636,Neutral
66637,Negative
66638,Positive
66639,Negative
66640,Negative
66641,Positive
66642,Positive
66643,Negative
66644,Positive
66645,Negative
66646,Positive
66647,Neutral
66648,Positive
66649,Negative
66650,Neutral
66651,Neutral
66652,Negative
66653,Neutral
66654,Negative
66655,Positive
66656,Neutral
66657,Neutral
66658,Negative
66659,Negative
66660,Negative
66661,Positive
66662,Positive
66663,Positive
66664,Neutral
66665,Positive
66666,Positive
66667,Neutral
66668,Neutral
66669,Negative
66670,Negative
66671,Positive
66672,Neutral
66673,Positive
